https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/type,category,local_path
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/02-06-2016_sandqvist_stigbackpack_blue_sp_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/02-08-2017_adidas_eqtutilitybag_black_br4975_ja_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/02-08-2017_mismo_backpack_army_darkbrown_ms100112_ja_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/02-08-2017_mismo_backpack_concretecuoio_ms105217_mismobackpack_concretecuoio_ms105217_eh_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/02-10-2017_sandqvist_stigrolltopbackpack_blue_sqa765_th_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/02-11-2017_sandqvist_hanshikingbackpack_blue_sqa151_mg_1_3.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/02-11-2017_sandqvist_stigrolltopbackpack_black_sqa764_ah_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/03-02-2017_patagonia_toromiro22lpack_black_48015-blk_gj_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/03-10-2017_c6_reflectivepocketaminobackpack_blackcamo_c1758_eh_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/03-10-2017_c6_splintercellbackpack_deepnavy_c1748_mg_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/03-10-2017_c6_splintercellbackpack_navy_blackcamo_c1747_cw_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/03-10-2017_c6_tetrarucksack_blackballisticnylon_c1830_mb_2.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/03-10-2017_c6_tetrarucksack_blackballisticnylon_camo_c1822_hh_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/04-02-2016_patagonia_blackhole32lpack_black_sh_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/04-02-2017_henderscheme_backpack_black_y-b-bpk-bk_ja_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/04-04-2017_c6_slimreflectivebackpack_blackcamo_c1744_mb_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/04-08-2016_commonprojects_backpack_black_ra_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/04-08-2017_apc_benjaminbackpack_darknavy_psabo-h62069-iak_mg_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/04-08-2017_patagonia_blackhole25lpack_navyblue_paintbrushred_49296-nptr_jtl_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/04-12-2017_poloralphlauren_holidaybearbackpack_black_405684414001_mg_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/05-02-2016_patagonia_arbor26lbackpack_black_sh_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/05-07-2017_eastpak_extrafloidbackpack_tailoredblack_ek62c-91q_tc_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/05-07-2017_saintlaurent_badlieutenantbackpack_black_467985-gwn16-1091_mg_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/05-07-2017_saintlaurent_flamingoprintcanvasbackpack_blackpink_465448-gwo1f-1077_th_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/05-07-2017_woodwood_ryanbackpack_black_11730204-9073-bk_cw_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/05-10-2017_denimbyvanquish_fragment_backpack_grey_vfb1028-950_mg_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/06-01-2016_eytys_voidbackpack_black_dw_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/06-02-2017_henderscheme_backpack_beige_y-b-bpk-bg_ah_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/06-02-2017_sandqvist_oliverbackpack_black_sandqvist_sqa677_sp_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/06-10-2017_eastpak_austinbackpack_camogreen_ek47b-01r_mb_2.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/06-10-2017_eastpak_austinbackpack_greyfelt_ek47b-20r_cw_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/06-10-2017_eastpak_austinbackpack_navyfelt_ek47b-21r_cw_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/07-07-2017_eastpak_macneebackpack_intomonoblack_ek44b04p-04p_sp_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/07-07-2017_eastpak_paddedpak_r_sukajancrane_ek62072q-sc_ja_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/07-07-2017_givenchy_cordurapatchlogobackpack_black_bj05763-669-001_th_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/07-08-2017_saintlaurent_canvasclassicbackpack_black_465448-giv3f-1000_sp_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/07-09-2017_rickowens_drkshdwmoleskinbackpack_black_du17f2459-mo-09_mg_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/07-10-2017_eastpak_paddedpak_rbackpack_camogreen_ek620-01r_cw_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/07-10-2017_eastpak_paddedpak_rbackpack_lightamericanleather_ek620-71r_mg_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/07-10-2017_eastpak_wrencherfoldedbackpack_black_ek80c-31r_ja_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/07-10-2017_eastpak_wyomingbackpack_greyfelt_ek811-20r_mg_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/07-10-2017_eastpak_wyomingbackpack_navyfelt_ek811-21r_mb_2.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/07-10-2017_eastpak_xymcwyomingbackpack_grey_ek811ep2_ja_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/08-02-2016_sandqvist_stigbackpack_black_ah_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/08-02-2017_eppersonmountaineering_climbpack_raven_black_eq200307_th_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/08-02-2017_eppersonmountaineering_largeclimbpack_milspecwoodlandcamo_black_eq200112_mg_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/08-04-2017_patta_ripstopsuedeclassicbackpack_burgundy_pa-bcss17-rscbp-001_tc_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/08-04-2017_patta_ripstopsuedemessengerbackpack_burgundy_pa-bcss17-rsmbp-001_ja_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/08-08-2016_sandqvist_eddyrolltopbackpack_black_cj_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/08-08-2017_saintlaurent_universitypatchbackpack_black_467985-gkqh6-1077_sh_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/08-09-2017_patagonia_toromiro22lpack_navyblue_paintbrushred_48015-nyrd_mg_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/08-09-2017_y-3_qrushstrapbackpack_black_cd4708_cw_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/08-09-2017_y3_techitebackpack_solidgrey_cd4705_cj_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/08-10-2016_c6_simplepocketbackpack_blackcanvas_c1603_cw_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/08-10-2016_c6_simpleslimbackpack_blackcordura_c1615_tc_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/08-10-2016_c6_simpleslimbackpack_navycordura_c1614_tc_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/09-06-2017_adidas_classicbackpack_camo_bq608470_0026_ja_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/09-08-2017_moncler_fugiquiltedbackpack_matteblack_00624-00-54155-999_mg_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/09-10-2017_fj_llr_ven_k_nken_pink_23510-312_ah_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/09-11-2017_adidas_xpharrellwilliamsgymsack_multi_cy9948_ah_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/10-02-2017_rains_backpack_smoke_1220-sm_ja_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/10-02-2017_rains_fieldbag_blue_1284-bl_th_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/10-02-2017_rains_msnbag_black_1213-bk_ja_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/10-02-2017_rains_msnbag_smoke_1213-sm_mb_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/10-04-2017_saintlaurent_universitycitybackpack_black_465448-gu31f-1070_eh_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/10-07-2017_rains_backpack_moon_1220-mn_mb_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/10-10-2017_tommyjeans_90sbackpack_tommynavy_au0au00100_cj_1_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/10-11-2017_saintlaurent_universitybackpack_black_467985-gkqi6-1077_cj_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/10-12-2014_filson_filsonrucksack_tan_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/11-03-2016_mismo_backpack_black_black_jtl_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/11-10-2017_tommyjeans_90sbackpack_salsa_au0au00100-623_th_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/12-05-2017_norseprojects_louieripstopbackpack_black_n95-0574-9999_ja_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/12-05-2017_norseprojects_louieripstopbackpack_driedolive_n95-0574-8070_ja_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/12-07-2017_nike_techcheyennebackpack_black_ba5380-010_sh_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/12-07-2017_rains_fieldbag_green_1284-gn_th_1x.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/12-12-2017_nanamica_cyclingpack_black_suof764-k_mg_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/13-02-2015_fj_llr_ven_k_nken_forestgreen_rs__sry.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/13-03-2017_sandqvist_danterolltopbackpack_olive_sqa587_ah_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/13-04-2017_moncler_newromeonylonbackpack_navy_00614-00-04592-763_th_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/13-06-2017_stussy_stockbackpack_black_133018su17-bk_sh_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/13-07-2017_eastpak_xchristopherraeburnpaddedbackpack_raeburncamo_ek62018s-rc_th_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/13-07-2018_gosharubchinskiyxadidas_gymsack_black_g013k103-1_mo_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/13-07-2018_gosharubchinskiy_xadidas_gymsack_white_g013k103-4_blr_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/13-07-2018_gosharubchinskiy_xadidas_gymsack_yellow_g013k103-3_blr_1x.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/13-12-2016_sandqvist_danterollttopbackpack_black_sqa584_mb_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/13-12-2016_sandqvist_kimbackpack_black_sqa527_cj_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/13-12-2016_sandqvist_roaldbackpack_blue_sqa532_ah_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/13-12-2016_sandqvist_roaldbackpack_olive_sqa534_th_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/14-02-2017_master-piece_gametechnicalnylonbackpack_black_02050-bk_th_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/14-02-2017_master-piece_over-ncbackpack_black_03456-nc2-bk_hh_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/14-02-2017_master-piece_over-ncdaypack_navy_03455-nc2-ny_hh_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/14-02-2017_master-piece_over-ncteardropbackpack_navy_03454-nc2-ny_hh_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/14-02-2017_master-piece_over-v6backpack_black_mp-03456-v6-bk_ja_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/14-02-2017_master-piece_pop_n_pack_backpack_camo_02030-cmo_ja_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/14-02-2017_master-piece_slickballisticbackpack_black_55542-bk_cw_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/14-02-2017_masterpiece_over-ncbackpack_navy_03456-nc2-ny_hh_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/14-02-2017_masterpiece_overncteardropbackpack_black_03454-nc2-bk_gj_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/14-02-2017_masterpiece_overv6daypack_black_mp-03455-v6-bk_eh_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/14-02-2017_masterpiece_overv6daypack_green_03455-v6-gr_gj_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/14-02-2017_masterpiece_overv6daypack_navy_mp-03455-v6-ny_kc_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/14-02-2017_masterpiece_overv6daypack_wine_mp-03455-v6-wn_gj_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/14-02-2017_masterpiece_popnpackbackpack_black_02030-bk_th_1.jpg.png
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/14-02-2017_masterpiece_popnpackbackpack_navy_02030-ny_th_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/14-02-2017_masterpiece_xnowarttbackpack_darkgreencamo_02110-p11_gj_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/14-07-2017_master-piece_lightningzipbackpack_black_02116-n-bk_sp_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/14-07-2017_master-piece_lightningzipbackpack_navy_02116-n-ny_ah_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/14-07-2017_masterpiece_fdmtldaypack_indigo_02340-fd-in_gj_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/14-07-2017_masterpiece_lightningbackpack_navy_02110-n-ny_ja_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/14-07-2017_masterpiece_lightningzipbackpack_khaki_02116-n-kh_cj_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/14-08-2017_humanmade_nylonknapsack_charcoal_hm14gd002-ch_hh_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/14-08-2017_humanmade_nylonknapsack_olivedrab_hm14gd002-od_hh_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/14-10-2017_c6_fieldbackpack_blackcamo_c1741_ja_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/15-02-2017_thombrowne_diagonalstripeleatherbackpack_black_mag067a-00198-001_gj_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/15-09-2017_humanmade_nylonbackpack_olivedrab_hm14gd008-od_mb_2.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/16-03-2017_headporter_lyradaypack_black_hp-4839-bk_gj_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/16-03-2017_headporter_lyradaypack_navy_hp-4839-ny_sp_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/16-05-2016_rains_backpack_green_sh_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/16-05-2017_maisonmargiela_11nylonbackpack_black_s55wa0015-s47887-900_ah_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/16-10-2017_wtaps_backpackolivedrab_172ysptd-cg01-od_hh_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/16-10-2017_wtaps_backpack_black_172ysptd-cg01-bk_hh_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/17-03-2017_headporter_ubahnbackpack_black_hp-1953-bk_sh_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/17-05-2017_maisonmargiela_11foldupleatherbackpack_black_s55wa0016-sy0568-900_sh_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/17-07-2017_adidas_nmddaypack_black_br2864_cj_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/17-07-2017_ami_eastpakbackpack_multi_h17a102-334-950_cj_1_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/17-10-2016_filson_rangerbackpack_black_70381-bl_tc_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/18-02-2017_cavempt_cavnasbackpack_navy_ces11g08-ny_jtl_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/18-04-2017_visvim_ballisticbackpack20l_black_0117103003068-bk_cj_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/18-04-2017_visvim_ballisticbackpack20l_blue_0117103003068-bl_cj_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/18-04-2017_visvim_ballisticbackpack20l_navy_0117103003068-ny_eh_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/18-04-2017_visvim_ballisticbackpack20l_red_0117103003068-rd_kc_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/18-04-2017_visvim_ballisticbackpack22l_blue_0117103003069-bl_sh_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/18-04-2017_visvim_ballisticbackpack22l_navy_0117103003069-ny_th_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/18-06-2015_master-piece_seriesbackpack_blue_hh_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/18-07-2016_filson_rangerbackpack_tan_jtl_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/18-08-2017_nanamica_cyclingpack_darkbeige_suof764-db_eh_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/18-08-2017_nanamica_cyclingpack_navy_suof764-n_sh_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/18-08-2017_nanamica_daypack_black_suof766-k_hh_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/18-08-2017_nanamica_daypack_darkbeige_suof766-db_hh_1.jpg
bags_type,backpack,https://raw.githubusercontent.com/algolia/training-set-visual/master/training_images/bags_type/backpack/18-08-2017_nanamica_daypack_navy_suof766-n_hh_1.jpg
